"ensembl_gene_id","external_gene_name","cjacchus_homolog_ensembl_gene","cjacchus_homolog_associated_gene_name","cjacchus_homolog_orthology_type","mmusculus_homolog_ensembl_gene","mmusculus_homolog_associated_gene_name","mmusculus_homolog_orthology_type","mmulatta_homolog_ensembl_gene","mmulatta_homolog_associated_gene_name","mmulatta_homolog_orthology_type"
"ENSG00000077549","CAPZB","ENSCJAG00000006715","CAPZB","ortholog_one2one","ENSMUSG00000028745","Capzb","ortholog_one2one","ENSMMUG00000006894","CAPZB","ortholog_one2one"
"ENSG00000077684","JADE1","ENSCJAG00000003295","JADE1","ortholog_one2one","ENSMUSG00000025764","Jade1","ortholog_one2one","ENSMMUG00000002145","JADE1","ortholog_one2one"
"ENSG00000078018","MAP2","ENSCJAG00000010689","MAP2","ortholog_one2one","ENSMUSG00000015222","Map2","ortholog_one2one","ENSMMUG00000018741","MAP2","ortholog_one2one"
"ENSG00000078070","MCCC1","ENSCJAG00000005103","MCCC1","ortholog_one2one","ENSMUSG00000027709","Mccc1","ortholog_one2one","ENSMMUG00000010553","MCCC1","ortholog_one2one"
"ENSG00000078098","FAP","ENSCJAG00000005868","FAP","ortholog_one2one","ENSMUSG00000000392","Fap","ortholog_one2one","ENSMMUG00000003200","FAP","ortholog_one2one"
"ENSG00000078140","UBE2K","ENSCJAG00000041652","UBE2K","ortholog_one2one","ENSMUSG00000029203","Ube2k","ortholog_one2one","ENSMMUG00000011325","UBE2K","ortholog_one2one"
"ENSG00000078177","N4BP2","ENSCJAG00000019411","N4BP2","ortholog_one2one","ENSMUSG00000037795","N4bp2","ortholog_one2one","ENSMMUG00000002667","N4BP2","ortholog_one2one"
"ENSG00000078295","ADCY2","ENSCJAG00000008816","ADCY2","ortholog_one2one","ENSMUSG00000021536","Adcy2","ortholog_one2one","ENSMMUG00000018742","ADCY2","ortholog_one2one"
"ENSG00000078369","GNB1","ENSCJAG00000010813","GNB1","ortholog_one2one","ENSMUSG00000029064","Gnb1","ortholog_one2one","ENSMMUG00000001896","GNB1","ortholog_one2one"
"ENSG00000078618","NRDC","ENSCJAG00000021578","NRDC","ortholog_one2one","ENSMUSG00000053510","Nrdc","ortholog_one2one","ENSMMUG00000004738","NRDC","ortholog_one2one"
"ENSG00000078795","PKD2L2","ENSCJAG00000006165","PKD2L2","ortholog_one2one","ENSMUSG00000014503","Pkd2l2","ortholog_one2one","ENSMMUG00000016357","PKD2L2","ortholog_one2one"
"ENSG00000078808","SDF4","ENSCJAG00000011333","SDF4","ortholog_one2one","ENSMUSG00000029076","Sdf4","ortholog_one2one","ENSMMUG00000019518","SDF4","ortholog_one2one"
"ENSG00000079156","OSBPL6","ENSCJAG00000021518","OSBPL6","ortholog_one2one","ENSMUSG00000042359","Osbpl6","ortholog_one2one","ENSMMUG00000002183","OSBPL6","ortholog_one2one"
"ENSG00000079215","SLC1A3","ENSCJAG00000018196","SLC1A3","ortholog_one2one","ENSMUSG00000005360","Slc1a3","ortholog_one2one","ENSMMUG00000006202","SLC1A3","ortholog_one2one"
"ENSG00000079246","XRCC5","ENSCJAG00000012291","XRCC5","ortholog_one2one","ENSMUSG00000026187","Xrcc5","ortholog_one2one","ENSMMUG00000001927","XRCC5","ortholog_one2one"
"ENSG00000079257","LXN","ENSCJAG00000000386","LXN","ortholog_one2one","ENSMUSG00000047557","Lxn","ortholog_one2one","ENSMMUG00000004963","LXN","ortholog_one2one"
"ENSG00000079277","MKNK1","ENSCJAG00000021149","MKNK1","ortholog_one2one","ENSMUSG00000028708","Mknk1","ortholog_one2one","ENSMMUG00000020162","MKNK1","ortholog_one2one"
"ENSG00000079308","TNS1","ENSCJAG00000018487","TNS1","ortholog_one2one","ENSMUSG00000055322","Tns1","ortholog_one2one","ENSMMUG00000013785","TNS1","ortholog_one2one"
"ENSG00000079691","CARMIL1","ENSCJAG00000010717","CARMIL1","ortholog_one2one","ENSMUSG00000021338","Carmil1","ortholog_one2one","ENSMMUG00000002573","CARMIL1","ortholog_one2one"
"ENSG00000079739","PGM1","ENSCJAG00000016590","","ortholog_one2one","ENSMUSG00000025791","Pgm1","ortholog_one2one","ENSMMUG00000020049","PGM1","ortholog_one2one"
"ENSG00000079785","DDX1","ENSCJAG00000007076","DDX1","ortholog_one2one","ENSMUSG00000037149","Ddx1","ortholog_one2one","ENSMMUG00000023437","DDX1","ortholog_one2one"
"ENSG00000080200","CRYBG3","ENSCJAG00000008539","CRYBG3","ortholog_one2one","ENSMUSG00000022723","Crybg3","ortholog_one2one","ENSMMUG00000038349","ARL6","ortholog_one2one"
"ENSG00000080224","EPHA6","ENSCJAG00000008553","EPHA6","ortholog_one2one","ENSMUSG00000055540","Epha6","ortholog_one2one","ENSMMUG00000023330","EPHA6","ortholog_one2one"
"ENSG00000080345","RIF1","ENSCJAG00000003138","RIF1","ortholog_one2one","ENSMUSG00000036202","Rif1","ortholog_one2one","ENSMMUG00000008611","RIF1","ortholog_one2one"
"ENSG00000080493","SLC4A4","ENSCJAG00000014318","SLC4A4","ortholog_one2one","ENSMUSG00000060961","Slc4a4","ortholog_one2one","ENSMMUG00000016029","SLC4A4","ortholog_one2one"
"ENSG00000080709","KCNN2","ENSCJAG00000016659","KCNN2","ortholog_one2one","ENSMUSG00000054477","Kcnn2","ortholog_one2one","ENSMMUG00000020502","KCNN2","ortholog_one2one"
"ENSG00000080819","CPOX","ENSCJAG00000000664","CPOX","ortholog_one2one","ENSMUSG00000022742","Cpox","ortholog_one2one","ENSMMUG00000065045","CPOX","ortholog_one2one"
"ENSG00000080822","CLDND1","ENSCJAG00000047211","","ortholog_one2one","ENSMUSG00000022744","Cldnd1","ortholog_one2one","ENSMMUG00000009549","CLDND1","ortholog_one2one"
"ENSG00000081019","RSBN1","ENSCJAG00000012063","RSBN1","ortholog_one2one","ENSMUSG00000044098","Rsbn1","ortholog_one2one","ENSMMUG00000017823","RSBN1","ortholog_one2one"
"ENSG00000081026","MAGI3","ENSCJAG00000011928","MAGI3","ortholog_one2one","ENSMUSG00000052539","Magi3","ortholog_one2one","ENSMMUG00000017817","MAGI3","ortholog_one2one"
"ENSG00000081154","PCNP","ENSCJAG00000052282","PCNP","ortholog_one2one","ENSMUSG00000071533","Pcnp","ortholog_one2one","ENSMMUG00000017782","PCNP","ortholog_one2one"
"ENSG00000081189","MEF2C","ENSCJAG00000010799","MEF2C","ortholog_one2one","ENSMUSG00000005583","Mef2c","ortholog_one2one","ENSMMUG00000019836","MEF2C","ortholog_one2one"
"ENSG00000081307","UBA5","ENSCJAG00000014009","UBA5","ortholog_one2one","ENSMUSG00000032557","Uba5","ortholog_one2one","ENSMMUG00000021771","UBA5","ortholog_one2one"
"ENSG00000081791","DELE1","ENSCJAG00000018193","DELE1","ortholog_one2one","ENSMUSG00000024442","Dele1","ortholog_one2one","ENSMMUG00000006287","DELE1","ortholog_one2one"
"ENSG00000081985","IL12RB2","ENSCJAG00000017427","IL12RB2","ortholog_one2one","ENSMUSG00000018341","Il12rb2","ortholog_one2one","ENSMMUG00000000651","IL12RB2","ortholog_one2one"
"ENSG00000082068","WDR70","ENSCJAG00000007784","WDR70","ortholog_one2one","ENSMUSG00000039828","Wdr70","ortholog_one2one","ENSMMUG00000006107","WDR70","ortholog_one2one"
"ENSG00000082146","STRADB","ENSCJAG00000004661","STRADB","ortholog_one2one","ENSMUSG00000026027","Stradb","ortholog_one2one","ENSMMUG00000018141","STRADB","ortholog_one2one"
"ENSG00000082153","BZW1","ENSCJAG00000004267","BZW1","ortholog_one2one","ENSMUSG00000051223","Bzw1","ortholog_one2one","ENSMMUG00000022202","BZW1","ortholog_one2one"
"ENSG00000082213","C5orf22","ENSCJAG00000018871","C5orf22","ortholog_one2one","ENSMUSG00000022195","6030458C11Rik","ortholog_one2one","ENSMMUG00000012200","C6H5orf22","ortholog_one2one"
"ENSG00000082258","CCNT2","ENSCJAG00000011573","CCNT2","ortholog_one2one","ENSMUSG00000026349","Ccnt2","ortholog_one2one","ENSMMUG00000010196","CCNT2","ortholog_one2one"
"ENSG00000082438","COBLL1","ENSCJAG00000006065","COBLL1","ortholog_one2one","ENSMUSG00000034903","Cobll1","ortholog_one2one","ENSMMUG00000009400","COBLL1","ortholog_one2one"
"ENSG00000082482","KCNK2","ENSCJAG00000015327","KCNK2","ortholog_one2one","ENSMUSG00000037624","Kcnk2","ortholog_one2one","ENSMMUG00000016931","KCNK2","ortholog_one2one"
"ENSG00000082497","SERTAD4","ENSCJAG00000042537","SERTAD4","ortholog_one2one","ENSMUSG00000016262","Sertad4","ortholog_one2one","ENSMMUG00000009967","SERTAD4","ortholog_one2one"
"ENSG00000082512","TRAF5","ENSCJAG00000000257","TRAF5","ortholog_one2one","ENSMUSG00000026637","Traf5","ortholog_one2one","ENSMMUG00000031427","TRAF5","ortholog_one2one"
"ENSG00000082515","MRPL22","ENSCJAG00000007325","MRPL22","ortholog_one2one","ENSMUSG00000020514","Mrpl22","ortholog_one2one","ENSMMUG00000021229","MRPL22","ortholog_one2one"
"ENSG00000082516","GEMIN5","ENSCJAG00000007336","GEMIN5","ortholog_one2one","ENSMUSG00000037275","Gemin5","ortholog_one2one","ENSMMUG00000021228","GEMIN5","ortholog_one2one"
"ENSG00000082684","SEMA5B","ENSCJAG00000007825","SEMA5B","ortholog_one2one","ENSMUSG00000052133","Sema5b","ortholog_one2one","ENSMMUG00000010034","SEMA5B","ortholog_one2one"
"ENSG00000082701","GSK3B","ENSCJAG00000008783","GSK3B","ortholog_one2one","ENSMUSG00000022812","Gsk3b","ortholog_one2one","ENSMMUG00000001980","GSK3B","ortholog_one2one"
"ENSG00000082781","ITGB5","ENSCJAG00000006606","ITGB5","ortholog_one2one","ENSMUSG00000022817","Itgb5","ortholog_one2one","ENSMMUG00000014516","ITGB5","ortholog_one2one"
"ENSG00000082898","XPO1","ENSCJAG00000008877","XPO1","ortholog_one2one","ENSMUSG00000020290","Xpo1","ortholog_one2one","ENSMMUG00000006941","XPO1","ortholog_one2one"
"ENSG00000082996","RNF13","ENSCJAG00000001297","RNF13","ortholog_one2one","ENSMUSG00000036503","Rnf13","ortholog_one2one","ENSMMUG00000023335","RNF13","ortholog_one2one"
"ENSG00000083312","TNPO1","ENSCJAG00000016409","TNPO1","ortholog_one2one","ENSMUSG00000009470","Tnpo1","ortholog_one2one","ENSMMUG00000020923","TNPO1","ortholog_one2one"
"ENSG00000083720","OXCT1","ENSCJAG00000007199","OXCT1","ortholog_one2one","ENSMUSG00000022186","Oxct1","ortholog_one2one","ENSMMUG00000011027","OXCT1","ortholog_one2one"
"ENSG00000083857","FAT1","ENSCJAG00000020301","FAT1","ortholog_one2one","ENSMUSG00000070047","Fat1","ortholog_one2one","ENSMMUG00000018051","FAT1","ortholog_one2one"
"ENSG00000083896","YTHDC1","ENSCJAG00000009934","YTHDC1","ortholog_one2one","ENSMUSG00000035851","Ythdc1","ortholog_one2one","ENSMMUG00000002265","YTHDC1","ortholog_one2one"
"ENSG00000083937","CHMP2B","ENSCJAG00000008842","CHMP2B","ortholog_one2one","ENSMUSG00000004843","Chmp2b","ortholog_one2one","ENSMMUG00000016246","CHMP2B","ortholog_one2one"
"ENSG00000084070","SMAP2","ENSCJAG00000002908","SMAP2","ortholog_one2one","ENSMUSG00000032870","Smap2","ortholog_one2one","ENSMMUG00000013839","SMAP2","ortholog_one2one"
"ENSG00000084072","PPIE","ENSCJAG00000002589","PPIE","ortholog_one2one","ENSMUSG00000028651","Ppie","ortholog_one2one","ENSMMUG00000018869","PPIE","ortholog_one2one"
"ENSG00000084073","ZMPSTE24","ENSCJAG00000002833","ZMPSTE24","ortholog_one2one","ENSMUSG00000043207","Zmpste24","ortholog_one2one","ENSMMUG00000005992","ZMPSTE24","ortholog_one2one"
"ENSG00000084090","STARD7","ENSCJAG00000079110","STARD7","ortholog_one2one","ENSMUSG00000027367","Stard7","ortholog_one2one","ENSMMUG00000023260","STARD7","ortholog_one2one"
"ENSG00000084092","NOA1","ENSCJAG00000004102","NOA1","ortholog_one2one","ENSMUSG00000036285","Noa1","ortholog_one2one","ENSMMUG00000022530","NOA1","ortholog_one2one"
"ENSG00000084623","EIF3I","ENSCJAG00000006810","EIF3I","ortholog_one2one","ENSMUSG00000028798","Eif3i","ortholog_one2one","ENSMMUG00000006119","EIF3I","ortholog_one2one"
"ENSG00000084636","COL16A1","ENSCJAG00000006371","COL16A1","ortholog_one2one","ENSMUSG00000040690","Col16a1","ortholog_one2one","ENSMMUG00000023398","COL16A1","ortholog_one2one"
"ENSG00000084652","TXLNA","ENSCJAG00000006728","TXLNA","ortholog_one2one","ENSMUSG00000053841","Txlna","ortholog_one2one","ENSMMUG00000015580","TXLNA","ortholog_one2one"
"ENSG00000084676","NCOA1","ENSCJAG00000007912","NCOA1","ortholog_one2one","ENSMUSG00000020647","Ncoa1","ortholog_one2one","ENSMMUG00000020838","NCOA1","ortholog_one2one"
"ENSG00000084693","AGBL5","ENSCJAG00000001279","AGBL5","ortholog_one2one","ENSMUSG00000029165","Agbl5","ortholog_one2one","ENSMMUG00000016044","AGBL5","ortholog_one2one"
"ENSG00000084710","EFR3B","ENSCJAG00000008127","EFR3B","ortholog_one2one","ENSMUSG00000020658","Efr3b","ortholog_one2one","ENSMMUG00000016461","EFR3B","ortholog_one2one"
"ENSG00000084731","KIF3C","ENSCJAG00000008138","KIF3C","ortholog_one2one","ENSMUSG00000020668","Kif3c","ortholog_one2one","ENSMMUG00000019293","KIF3C","ortholog_one2one"
"ENSG00000084733","RAB10","ENSCJAG00000056072","RAB10","ortholog_one2one","ENSMUSG00000020671","Rab10","ortholog_one2one","ENSMMUG00000039805","RAB10","ortholog_one2one"
"ENSG00000084754","HADHA","ENSCJAG00000008008","HADHA","ortholog_one2one","ENSMUSG00000025745","Hadha","ortholog_one2one","ENSMMUG00000004380","HADHA","ortholog_one2one"
"ENSG00000084764","MAPRE3","ENSCJAG00000001341","MAPRE3","ortholog_one2one","ENSMUSG00000029166","Mapre3","ortholog_one2one","ENSMMUG00000019732","MAPRE3","ortholog_one2one"
"ENSG00000085274","MYNN","ENSCJAG00000002629","MYNN","ortholog_one2one","ENSMUSG00000037730","Mynn","ortholog_one2one","ENSMMUG00000021875","MYNN","ortholog_one2one"
"ENSG00000085365","SCAMP1","ENSCJAG00000019794","SCAMP1","ortholog_one2one","ENSMUSG00000021687","Scamp1","ortholog_one2one","ENSMMUG00000039925","SCAMP1","ortholog_one2one"
"ENSG00000085433","WDR47","ENSCJAG00000002658","WDR47","ortholog_one2one","ENSMUSG00000040389","Wdr47","ortholog_one2one","ENSMMUG00000009265","WDR47","ortholog_one2one"
"ENSG00000085449","WDFY1","ENSCJAG00000012362","WDFY1","ortholog_one2one","ENSMUSG00000073643","Wdfy1","ortholog_one2one","ENSMMUG00000006159","WDFY1","ortholog_one2one"
"ENSG00000085491","SLC25A24","ENSCJAG00000008602","SLC25A24","ortholog_one2one","ENSMUSG00000040322","Slc25a24","ortholog_one2one","ENSMMUG00000002789","SLC25A24","ortholog_one2one"
"ENSG00000085760","MTIF2","ENSCJAG00000010030","MTIF2","ortholog_one2one","ENSMUSG00000020459","Mtif2","ortholog_one2one","ENSMMUG00000030833","MTIF2","ortholog_one2one"
"ENSG00000085831","TTC39A","ENSCJAG00000021569","TTC39A","ortholog_one2one","ENSMUSG00000028555","Ttc39a","ortholog_one2one","ENSMMUG00000004564","TTC39A","ortholog_one2one"
"ENSG00000085832","EPS15","ENSCJAG00000021570","EPS15","ortholog_one2one","ENSMUSG00000028552","Eps15","ortholog_one2one","ENSMMUG00000012055","EPS15","ortholog_one2one"
"ENSG00000085871","MGST2","ENSCJAG00000003073","MGST2","ortholog_one2one","ENSMUSG00000074604","Mgst2","ortholog_one2one","ENSMMUG00000021999","MGST2","ortholog_one2one"
"ENSG00000085978","ATG16L1","ENSCJAG00000013995","ATG16L1","ortholog_one2one","ENSMUSG00000026289","Atg16l1","ortholog_one2one","ENSMMUG00000023358","ATG16L1","ortholog_one2one"
"ENSG00000085982","USP40","ENSCJAG00000014074","USP40","ortholog_one2one","ENSMUSG00000005501","Usp40","ortholog_one2one","ENSMMUG00000005650","USP40","ortholog_one2one"
"ENSG00000085998","POMGNT1","ENSCJAG00000021026","POMGNT1","ortholog_one2one","ENSMUSG00000028700","Pomgnt1","ortholog_one2one","ENSMMUG00000015078","POMGNT1","ortholog_one2one"
"ENSG00000086015","MAST2","ENSCJAG00000020964","MAST2","ortholog_one2one","ENSMUSG00000003810","Mast2","ortholog_one2one","ENSMMUG00000015371","MAST2","ortholog_one2one"
"ENSG00000086189","DIMT1","ENSCJAG00000015527","DIMT1","ortholog_one2one","ENSMUSG00000021692","Dimt1","ortholog_one2one","ENSMMUG00000000400","DIMT1","ortholog_one2one"
"ENSG00000086200","IPO11","ENSCJAG00000015559","IPO11","ortholog_one2one","ENSMUSG00000042590","Ipo11","ortholog_one2one","ENSMMUG00000001233","IPO11","ortholog_one2one"
"ENSG00000086589","RBM22","ENSCJAG00000020963","RBM22","ortholog_one2one","ENSMUSG00000024604","Rbm22","ortholog_one2one","ENSMMUG00000020683","RBM22","ortholog_one2one"
"ENSG00000086619","ERO1B","ENSCJAG00000017881","ERO1B","ortholog_one2one","ENSMUSG00000057069","Ero1b","ortholog_one2one","ENSMMUG00000044139","ERO1B","ortholog_one2one"
"ENSG00000087008","ACOX3","ENSCJAG00000007110","ACOX3","ortholog_one2one","ENSMUSG00000029098","Acox3","ortholog_one2one","ENSMMUG00000006234","ACOX3","ortholog_one2one"
"ENSG00000087116","ADAMTS2","ENSCJAG00000018919","ADAMTS2","ortholog_one2one","ENSMUSG00000036545","Adamts2","ortholog_one2one","ENSMMUG00000002488","ADAMTS2","ortholog_one2one"
"ENSG00000087206","UIMC1","ENSCJAG00000007106","UIMC1","ortholog_one2one","ENSMUSG00000025878","Uimc1","ortholog_one2one","ENSMMUG00000022838","UIMC1","ortholog_one2one"
"ENSG00000087269","NOP14","ENSCJAG00000014174","NOP14","ortholog_one2one","ENSMUSG00000036693","Nop14","ortholog_one2one","ENSMMUG00000008385","NOP14","ortholog_one2one"
"ENSG00000087274","ADD1","ENSCJAG00000014227","ADD1","ortholog_one2one","ENSMUSG00000029106","Add1","ortholog_one2one","ENSMMUG00000008379","ADD1","ortholog_one2one"
"ENSG00000088035","ALG6","ENSCJAG00000016521","ALG6","ortholog_one2one","ENSMUSG00000073792","Alg6","ortholog_one2one","ENSMMUG00000020046","ALG6","ortholog_one2one"
"ENSG00000088179","PTPN4","ENSCJAG00000013214","PTPN4","ortholog_one2one","ENSMUSG00000026384","Ptpn4","ortholog_one2one","ENSMMUG00000005610","PTPN4","ortholog_one2one"
"ENSG00000088205","DDX18","ENSCJAG00000067434","","ortholog_one2one","ENSMUSG00000001674","Ddx18","ortholog_one2one","ENSMMUG00000021343","DDX18","ortholog_one2one"
"ENSG00000088538","DOCK3","ENSCJAG00000005394","DOCK3","ortholog_one2one","ENSMUSG00000039716","Dock3","ortholog_one2one","ENSMMUG00000004273","DOCK3","ortholog_one2one"
"ENSG00000088727","KIF9","ENSCJAG00000002342","KIF9","ortholog_one2one","ENSMUSG00000032489","Kif9","ortholog_one2one","ENSMMUG00000045275","KIF9","ortholog_one2one"
"ENSG00000090020","SLC9A1","ENSCJAG00000009011","SLC9A1","ortholog_one2one","ENSMUSG00000028854","Slc9a1","ortholog_one2one","ENSMMUG00000016893","SLC9A1","ortholog_one2one"
"ENSG00000090097","PCBP4","ENSCJAG00000005783","PCBP4","ortholog_one2one","ENSMUSG00000023495","Pcbp4","ortholog_one2one","ENSMMUG00000022205","PCBP4","ortholog_one2one"
"ENSG00000090273","NUDC","ENSCJAG00000010033","NUDC","ortholog_one2one","ENSMUSG00000028851","Nudc","ortholog_one2one","ENSMMUG00000010290","NUDC","ortholog_one2one"
"ENSG00000090316","MAEA","ENSCJAG00000078979","MAEA","ortholog_one2one","ENSMUSG00000079562","Maea","ortholog_one2one","ENSMMUG00000008357","MAEA","ortholog_one2one"
"ENSG00000090432","MUL1","ENSCJAG00000046628","MUL1","ortholog_one2one","ENSMUSG00000041241","Mul1","ortholog_one2one","ENSMMUG00000051774","MUL1","ortholog_one2one"
"ENSG00000090520","DNAJB11","ENSCJAG00000014557","DNAJB11","ortholog_one2one","ENSMUSG00000004460","Dnajb11","ortholog_one2one","ENSMMUG00000040181","DNAJB11","ortholog_one2one"
"ENSG00000090530","P3H2","ENSCJAG00000014239","P3H2","ortholog_one2one","ENSMUSG00000038168","P3h2","ortholog_one2one","ENSMMUG00000000623","P3H2","ortholog_one2one"
"ENSG00000090539","CHRD","ENSCJAG00000014925","CHRD","ortholog_one2one","ENSMUSG00000006958","Chrd","ortholog_one2one","ENSMMUG00000007528","CHRD","ortholog_one2one"
"ENSG00000090686","USP48","ENSCJAG00000005962","USP48","ortholog_one2one","ENSMUSG00000043411","Usp48","ortholog_one2one","ENSMMUG00000017344","USP48","ortholog_one2one"
"ENSG00000090989","EXOC1","ENSCJAG00000018175","EXOC1","ortholog_one2one","ENSMUSG00000036435","Exoc1","ortholog_one2one","ENSMMUG00000023427","EXOC1","ortholog_one2one"
"ENSG00000091009","RBM27","ENSCJAG00000021308","RBM27","ortholog_one2one","ENSMUSG00000024491","Rbm27","ortholog_one2one","ENSMMUG00000004476","RBM27","ortholog_one2one"
"ENSG00000091317","CMTM6","ENSCJAG00000040951","CMTM6","ortholog_one2one","ENSMUSG00000032434","Cmtm6","ortholog_one2one","ENSMMUG00000001443","CMTM6","ortholog_one2one"
"ENSG00000091428","RAPGEF4","ENSCJAG00000007525","RAPGEF4","ortholog_one2one","ENSMUSG00000049044","Rapgef4","ortholog_one2one","ENSMMUG00000020792","RAPGEF4","ortholog_one2one"
"ENSG00000091436","MAP3K20","ENSCJAG00000007736","MAP3K20","ortholog_one2one","ENSMUSG00000004085","Map3k20","ortholog_one2one","ENSMMUG00000014672","MAP3K20","ortholog_one2one"
"ENSG00000091483","FH","ENSCJAG00000017359","FH","ortholog_one2one","ENSMUSG00000026526","Fh1","ortholog_one2one","ENSMMUG00000005667","FH","ortholog_one2one"
"ENSG00000091490","SEL1L3","ENSCJAG00000021061","SEL1L3","ortholog_one2one","ENSMUSG00000029189","Sel1l3","ortholog_one2one","ENSMMUG00000020349","SEL1L3","ortholog_one2one"
"ENSG00000091513","TF","ENSCJAG00000002848","TF","ortholog_one2one","ENSMUSG00000032554","Trf","ortholog_one2one","ENSMMUG00000008916","TF","ortholog_one2one"
"ENSG00000091527","CDV3","ENSCJAG00000002998","CDV3","ortholog_one2one","ENSMUSG00000032803","Cdv3","ortholog_one2one","ENSMMUG00000000058","CDV3","ortholog_one2one"
"ENSG00000092421","SEMA6A","ENSCJAG00000016830","SEMA6A","ortholog_one2one","ENSMUSG00000019647","Sema6a","ortholog_one2one","ENSMMUG00000012265","SEMA6A","ortholog_one2one"
"ENSG00000092847","AGO1","ENSCJAG00000032023","AGO1","ortholog_one2one","ENSMUSG00000041530","Ago1","ortholog_one2one","ENSMMUG00000006251","AGO1","ortholog_one2one"
"ENSG00000092969","TGFB2","ENSCJAG00000012931","TGFB2","ortholog_one2one","ENSMUSG00000039239","Tgfb2","ortholog_one2one","ENSMMUG00000004071","TGFB2","ortholog_one2one"
"ENSG00000092978","GPATCH2","ENSCJAG00000047537","GPATCH2","ortholog_one2one","ENSMUSG00000039210","Gpatch2","ortholog_one2one","ENSMMUG00000014946","GPATCH2","ortholog_one2one"
"ENSG00000093167","LRRFIP2","ENSCJAG00000012550","LRRFIP2","ortholog_one2one","ENSMUSG00000032497","Lrrfip2","ortholog_one2one","ENSMMUG00000022539","LRRFIP2","ortholog_one2one"
"ENSG00000093183","SEC22C","ENSCJAG00000052359","SEC22C","ortholog_one2one","ENSMUSG00000061536","Sec22c","ortholog_one2one","ENSMMUG00000021237","SEC22C","ortholog_one2one"
"ENSG00000093217","XYLB","ENSCJAG00000010114","XYLB","ortholog_one2one","ENSMUSG00000035769","Xylb","ortholog_one2one","ENSMMUG00000004847","XYLB","ortholog_one2one"
"ENSG00000094880","CDC23","ENSCJAG00000006418","CDC23","ortholog_one2one","ENSMUSG00000024370","Cdc23","ortholog_one2one","ENSMMUG00000001515","CDC23","ortholog_one2one"
"ENSG00000094975","SUCO","ENSCJAG00000009416","SUCO","ortholog_one2one","ENSMUSG00000040297","Suco","ortholog_one2one","ENSMMUG00000007280","SUCO","ortholog_one2one"
"ENSG00000095002","MSH2","ENSCJAG00000000620","MSH2","ortholog_one2one","ENSMUSG00000024151","Msh2","ortholog_one2one","ENSMMUG00000000974","MSH2","ortholog_one2one"
"ENSG00000095015","MAP3K1","ENSCJAG00000002136","MAP3K1","ortholog_one2one","ENSMUSG00000021754","Map3k1","ortholog_one2one","ENSMMUG00000012387","MAP3K1","ortholog_one2one"
"ENSG00000095951","HIVEP1","ENSCJAG00000005100","HIVEP1","ortholog_one2one","ENSMUSG00000021366","Hivep1","ortholog_one2one","ENSMMUG00000008560","HIVEP1","ortholog_one2one"
"ENSG00000097033","SH3GLB1","ENSCJAG00000007335","SH3GLB1","ortholog_one2one","ENSMUSG00000037062","Sh3glb1","ortholog_one2one","ENSMMUG00000013487","SH3GLB1","ortholog_one2one"
"ENSG00000097046","CDC7","ENSCJAG00000045959","CDC7","ortholog_one2one","ENSMUSG00000029283","Cdc7","ortholog_one2one","ENSMMUG00000056970","CDC7","ortholog_one2one"
"ENSG00000097096","SYDE2","ENSCJAG00000007003","SYDE2","ortholog_one2one","ENSMUSG00000036863","Syde2","ortholog_one2one","ENSMMUG00000062232","SYDE2","ortholog_one2one"
"ENSG00000107404","DVL1","ENSCJAG00000005366","DVL1","ortholog_one2one","ENSMUSG00000029071","Dvl1","ortholog_one2one","ENSMMUG00000007109","DVL1","ortholog_one2one"
"ENSG00000109133","TMEM33","ENSCJAG00000038683","TMEM33","ortholog_one2one","ENSMUSG00000037720","Tmem33","ortholog_one2one","ENSMMUG00000020940","TMEM33","ortholog_one2one"
"ENSG00000109158","GABRA4","ENSCJAG00000018992","GABRA4","ortholog_one2one","ENSMUSG00000029211","Gabra4","ortholog_one2one","ENSMMUG00000009526","GABRA4","ortholog_one2one"
"ENSG00000109171","SLAIN2","ENSCJAG00000042883","SLAIN2","ortholog_one2one","ENSMUSG00000036087","Slain2","ortholog_one2one","ENSMMUG00000056052","SLAIN2","ortholog_one2one"
"ENSG00000109180","OCIAD1","ENSCJAG00000018644","OCIAD1","ortholog_one2one","ENSMUSG00000029152","Ociad1","ortholog_one2one","ENSMMUG00000014868","OCIAD1","ortholog_one2one"
"ENSG00000109184","DCUN1D4","ENSCJAG00000018601","DCUN1D4","ortholog_one2one","ENSMUSG00000051674","Dcun1d4","ortholog_one2one","ENSMMUG00000008579","DCUN1D4","ortholog_one2one"
"ENSG00000109189","USP46","ENSCJAG00000018556","USP46","ortholog_one2one","ENSMUSG00000054814","Usp46","ortholog_one2one","ENSMMUG00000023333","USP46","ortholog_one2one"
"ENSG00000109220","CHIC2","ENSCJAG00000041961","CHIC2","ortholog_one2one","ENSMUSG00000029229","Chic2","ortholog_one2one","ENSMMUG00000050730","CHIC2","ortholog_one2one"
"ENSG00000109255","NMU","ENSCJAG00000018237","NMU","ortholog_one2one","ENSMUSG00000029236","Nmu","ortholog_one2one","ENSMMUG00000043692","NMU","ortholog_one2one"
"ENSG00000109265","CRACD","ENSCJAG00000018115","CRACD","ortholog_one2one","ENSMUSG00000036377","Cracd","ortholog_one2one","ENSMMUG00000016358","CRACD","ortholog_one2one"
"ENSG00000109270","LAMTOR3","ENSCJAG00000055886","LAMTOR3","ortholog_one2one","ENSMUSG00000091512","Lamtor3","ortholog_one2one","ENSMMUG00000040293","LAMTOR3","ortholog_one2one"
